"","Province","Country","Confirmed","Deaths","Recovered","DateRep","countries","dia","ln","population","yearChange","netChange","density","landArea","migrants","fertRate","medAge","urbanPop","worldShare","GeoId","pop1m","S","I","R"
"790",NA,"Austria",10180,128,1095,2020-03-31,"Austria",30,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,8994995,10180,1223
"791",NA,"Belgium",12775,705,1696,2020-03-31,"Belgium",30,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11574447,12775,2401
"792",NA,"Bulgaria",399,8,17,2020-03-31,"Bulgaria",23,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948021,399,25
"793",NA,"Croatia",867,6,67,2020-03-31,"Croatia",30,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4104327,867,73
"794",NA,"Cyprus",262,8,23,2020-03-31,"Cyprus",22,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207066,262,31
"795",NA,"Czechia",3308,31,45,2020-03-31,"Czechia",30,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10705597,3308,76
"796",NA,"Denmark",2860,90,1,2020-03-31,"Denmark",30,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5789251,2860,91
"797",NA,"Estonia",745,4,26,2020-03-31,"Estonia",30,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1325760,745,30
"798",NA,"Finland",1418,17,10,2020-03-31,"Finland",30,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5539275,1418,27
"799",NA,"France",52128,3523,9444,2020-03-31,"France",29,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65208416,52128,12967
"800",NA,"Germany",71808,775,16100,2020-03-31,"Germany",30,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83695259,71808,16875
"801",NA,"Greece",1314,49,52,2020-03-31,"Greece",30,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10421639,1314,101
"802",NA,"Hungary",492,16,37,2020-03-31,"Hungary",27,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9659806,492,53
"803",NA,"Ireland",3235,71,5,2020-03-31,"Ireland",30,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4934475,3235,76
"804",NA,"Italy",105792,12428,15729,2020-03-31,"Italy",30,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60327877,105792,28157
"805",NA,"Latvia",398,0,1,2020-03-31,"Latvia",29,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1885799,398,1
"806",NA,"Lithuania",537,8,7,2020-03-31,"Lithuania",30,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2721737,537,15
"807",NA,"Luxembourg",2178,23,80,2020-03-31,"Luxembourg",30,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,623697,2178,103
"808",NA,"Malta",169,0,2,2020-03-31,"Malta",24,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441372,169,2
"809",NA,"Netherlands",12595,1039,250,2020-03-31,"Netherlands",30,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17120988,12595,1289
"810",NA,"Poland",2311,33,7,2020-03-31,"Poland",27,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37844260,2311,40
"811",NA,"Portugal",7443,160,43,2020-03-31,"Portugal",29,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10189063,7443,203
"812",NA,"Romania",2245,82,220,2020-03-31,"Romania",30,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19235144,2245,302
"813",NA,"Slovakia",363,0,3,2020-03-31,"Slovakia",25,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459276,363,3
"814",NA,"Slovenia",802,15,10,2020-03-31,"Slovenia",26,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078111,802,25
"815",NA,"Spain",95923,8464,19259,2020-03-31,"Spain",30,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46631132,95923,27723
"816",NA,"Sweden",4435,180,16,2020-03-31,"Sweden",30,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10094634,4435,196
"817",NA,"United Kingdom",25150,1789,135,2020-03-31,"United Kingdom",18,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67858937,25150,1924
