"","Province","Country","Confirmed","Deaths","Recovered","DateRep","countries","dia","ln","population","yearChange","netChange","density","landArea","migrants","fertRate","medAge","urbanPop","worldShare","GeoId","pop1m","S","I","R"
"316",NA,"Spain",6391,195,517,2020-03-14,"Spain",13,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46747675,6391,712
"317",NA,"Germany",4585,9,46,2020-03-14,"Germany",13,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83779302,4585,55
"318","France","France",4469,91,12,2020-03-14,"France",13,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65268939,4469,103
"319","United Kingdom","United Kingdom",1140,21,18,2020-03-14,"United Kingdom",1,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67884832,1140,39
"320",NA,"Sweden",961,2,1,2020-03-14,"Sweden",13,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10098301,961,3
"321",NA,"Netherlands",959,12,2,2020-03-14,"Netherlands",13,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17133899,959,14
"322","Denmark","Denmark",827,1,1,2020-03-14,"Denmark",13,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5791373,827,2
"323",NA,"Belgium",689,4,1,2020-03-14,"Belgium",13,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11588929,689,5
"324",NA,"Austria",655,1,6,2020-03-14,"Austria",13,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9005736,655,7
"325",NA,"Greece",228,3,8,2020-03-14,"Greece",13,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422815,228,11
"326",NA,"Finland",225,0,1,2020-03-14,"Finland",13,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540494,225,1
"327",NA,"Czechia",189,0,0,2020-03-14,"Czechia",13,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10708792,189,0
"328",NA,"Slovenia",181,1,0,2020-03-14,"Slovenia",9,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078756,181,1
"329",NA,"Portugal",169,0,2,2020-03-14,"Portugal",12,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10196538,169,2
"330",NA,"Ireland",129,2,0,2020-03-14,"Ireland",13,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4937655,129,2
"331",NA,"Romania",123,0,9,2020-03-14,"Romania",13,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237559,123,9
"332",NA,"Estonia",115,0,0,2020-03-14,"Estonia",13,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326420,115,0
"333",NA,"Poland",103,3,0,2020-03-14,"Poland",10,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37846505,103,3
"334",NA,"Luxembourg",51,1,0,2020-03-14,"Luxembourg",13,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625926,51,1
"335",NA,"Slovakia",44,0,0,2020-03-14,"Slovakia",8,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459598,44,0
"336",NA,"Bulgaria",41,2,0,2020-03-14,"Bulgaria",6,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948402,41,2
"337",NA,"Croatia",38,0,1,2020-03-14,"Croatia",13,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105228,38,1
"338",NA,"Hungary",30,0,1,2020-03-14,"Hungary",10,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660320,30,1
"339",NA,"Cyprus",26,0,0,2020-03-14,"Cyprus",5,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207333,26,0
"340",NA,"Latvia",26,0,1,2020-03-14,"Latvia",12,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886171,26,1
"341",NA,"Malta",18,0,1,2020-03-14,"Malta",7,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441524,18,1
"342",NA,"Lithuania",8,0,0,2020-03-14,"Lithuania",13,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722281,8,0
"343",NA,"Italy",24747,1809,2335,2020-03-15,"Italy",14,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60432935,24747,4144
"344",NA,"Spain",7798,289,517,2020-03-15,"Spain",14,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46746174,7798,806
"345",NA,"Germany",5795,11,46,2020-03-15,"Germany",14,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83778090,5795,57
"346","France","France",4499,91,12,2020-03-15,"France",14,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65268909,4499,103
"347","United Kingdom","United Kingdom",1140,21,18,2020-03-15,"United Kingdom",2,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67884832,1140,39
"348",NA,"Netherlands",1135,20,2,2020-03-15,"Netherlands",14,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17133715,1135,22
"349",NA,"Sweden",1022,3,1,2020-03-15,"Sweden",14,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10098239,1022,4
"350",NA,"Belgium",886,4,1,2020-03-15,"Belgium",14,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11588732,886,5
"351","Denmark","Denmark",864,2,1,2020-03-15,"Denmark",14,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5791335,864,3
"352",NA,"Austria",860,1,6,2020-03-15,"Austria",14,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9005531,860,7
"353",NA,"Portugal",245,0,2,2020-03-15,"Portugal",13,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10196462,245,2
"354",NA,"Finland",244,0,10,2020-03-15,"Finland",14,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540466,244,10
"355",NA,"Czechia",253,0,0,2020-03-15,"Czechia",14,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10708728,253,0
"356",NA,"Greece",331,4,8,2020-03-15,"Greece",14,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422711,331,12
"357",NA,"Slovenia",219,1,0,2020-03-15,"Slovenia",10,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078718,219,1
"358",NA,"Estonia",171,0,1,2020-03-15,"Estonia",14,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326363,171,1
"359",NA,"Romania",131,0,9,2020-03-15,"Romania",14,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237551,131,9
"360",NA,"Ireland",129,2,0,2020-03-15,"Ireland",14,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4937655,129,2
"361",NA,"Poland",119,3,0,2020-03-15,"Poland",11,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37846489,119,3
"362",NA,"Luxembourg",59,1,0,2020-03-15,"Luxembourg",14,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625918,59,1
"363",NA,"Slovakia",54,0,0,2020-03-15,"Slovakia",9,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459588,54,0
"364",NA,"Croatia",49,0,1,2020-03-15,"Croatia",14,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105217,49,1
"365",NA,"Bulgaria",51,2,0,2020-03-15,"Bulgaria",7,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948392,51,2
"366",NA,"Hungary",32,1,1,2020-03-15,"Hungary",11,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660317,32,2
"367",NA,"Latvia",30,0,1,2020-03-15,"Latvia",13,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886167,30,1
"368",NA,"Cyprus",26,0,0,2020-03-15,"Cyprus",6,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207333,26,0
"369",NA,"Malta",21,0,1,2020-03-15,"Malta",8,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441521,21,1
"370",NA,"Lithuania",12,0,1,2020-03-15,"Lithuania",14,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722276,12,1
"371",NA,"Italy",27980,2158,2749,2020-03-16,"Italy",15,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60428939,27980,4907
"372",NA,"Spain",9942,342,530,2020-03-16,"Spain",15,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46743964,9942,872
"373",NA,"Germany",7272,17,67,2020-03-16,"Germany",15,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83776586,7272,84
"374","France","France",6633,148,12,2020-03-16,"France",15,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65266718,6633,160
"375","United Kingdom","United Kingdom",1543,55,20,2020-03-16,"United Kingdom",3,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67884393,1543,75
"376","Netherlands","Netherlands",1413,24,2,2020-03-16,"Netherlands",15,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17133433,1413,26
"377",NA,"Sweden",1103,6,1,2020-03-16,"Sweden",15,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10098155,1103,7
"378",NA,"Belgium",1058,5,1,2020-03-16,"Belgium",15,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11588559,1058,6
"379",NA,"Austria",1018,3,6,2020-03-16,"Austria",15,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9005371,1018,9
"380","Denmark","Denmark",914,3,1,2020-03-16,"Denmark",15,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5791284,914,4
"381",NA,"Greece",331,4,8,2020-03-16,"Greece",15,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422711,331,12
"382",NA,"Portugal",331,0,3,2020-03-16,"Portugal",14,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10196375,331,3
"383",NA,"Czechia",298,0,3,2020-03-16,"Czechia",15,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10708680,298,3
"384",NA,"Finland",277,0,10,2020-03-16,"Finland",15,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540433,277,10
"385",NA,"Slovenia",253,1,0,2020-03-16,"Slovenia",11,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078684,253,1
"386",NA,"Estonia",205,0,1,2020-03-16,"Estonia",15,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326329,205,1
"387",NA,"Poland",177,4,13,2020-03-16,"Poland",12,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37846417,177,17
"388",NA,"Ireland",169,2,0,2020-03-16,"Ireland",15,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4937615,169,2
"389",NA,"Romania",158,0,9,2020-03-16,"Romania",15,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237524,158,9
"390",NA,"Luxembourg",77,1,0,2020-03-16,"Luxembourg",15,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625900,77,1
"391",NA,"Slovakia",63,0,0,2020-03-16,"Slovakia",10,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459579,63,0
"392",NA,"Croatia",57,0,2,2020-03-16,"Croatia",15,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105208,57,2
"393",NA,"Bulgaria",52,2,0,2020-03-16,"Bulgaria",8,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948391,52,2
"394",NA,"Hungary",39,1,1,2020-03-16,"Hungary",12,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660310,39,2
"395",NA,"Latvia",34,0,1,2020-03-16,"Latvia",14,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886163,34,1
"396",NA,"Cyprus",33,0,0,2020-03-16,"Cyprus",7,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207326,33,0
"397",NA,"Malta",30,0,2,2020-03-16,"Malta",9,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441511,30,2
"398",NA,"Lithuania",17,0,1,2020-03-16,"Lithuania",15,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722271,17,1
"399",NA,"Italy",31506,2503,2941,2020-03-17,"Italy",16,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60424876,31506,5444
"400",NA,"Spain",11748,533,1028,2020-03-17,"Spain",16,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46741469,11748,1561
"401",NA,"Germany",9257,24,67,2020-03-17,"Germany",16,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83774594,9257,91
"402","France","France",7652,148,12,2020-03-17,"France",16,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65265699,7652,160
"403","United Kingdom","United Kingdom",1950,55,52,2020-03-17,"United Kingdom",4,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67883954,1950,107
"404","Netherlands","Netherlands",1705,43,2,2020-03-17,"Netherlands",16,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17133122,1705,45
"405",NA,"Austria",1332,3,1,2020-03-17,"Austria",16,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9005062,1332,4
"406",NA,"Belgium",1243,10,1,2020-03-17,"Belgium",16,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11588369,1243,11
"407",NA,"Sweden",1190,7,1,2020-03-17,"Sweden",16,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10098067,1190,8
"408","Denmark","Denmark",977,4,1,2020-03-17,"Denmark",16,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5791220,977,5
"409",NA,"Portugal",448,1,3,2020-03-17,"Portugal",15,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10196257,448,4
"410",NA,"Czechia",396,0,3,2020-03-17,"Czechia",16,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10708582,396,3
"411",NA,"Greece",387,5,8,2020-03-17,"Greece",16,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422654,387,13
"412",NA,"Finland",321,0,10,2020-03-17,"Finland",16,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540389,321,10
"413",NA,"Slovenia",275,1,0,2020-03-17,"Slovenia",12,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078662,275,1
"414",NA,"Poland",238,5,13,2020-03-17,"Poland",13,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37846355,238,18
"415",NA,"Estonia",225,0,1,2020-03-17,"Estonia",16,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326309,225,1
"416",NA,"Ireland",223,2,5,2020-03-17,"Ireland",16,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4937556,223,7
"417",NA,"Romania",184,0,16,2020-03-17,"Romania",16,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237491,184,16
"418",NA,"Luxembourg",140,1,0,2020-03-17,"Luxembourg",16,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625837,140,1
"419",NA,"Slovakia",72,0,0,2020-03-17,"Slovakia",11,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459570,72,0
"420",NA,"Bulgaria",67,2,0,2020-03-17,"Bulgaria",9,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948376,67,2
"421",NA,"Croatia",65,0,4,2020-03-17,"Croatia",16,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105198,65,4
"422",NA,"Hungary",50,1,2,2020-03-17,"Hungary",13,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660298,50,3
"423",NA,"Latvia",49,0,1,2020-03-17,"Latvia",15,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886148,49,1
"424",NA,"Cyprus",46,0,0,2020-03-17,"Cyprus",8,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207313,46,0
"425",NA,"Malta",38,0,2,2020-03-17,"Malta",10,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441503,38,2
"426",NA,"Lithuania",25,0,1,2020-03-17,"Lithuania",16,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722263,25,1
"427",NA,"Italy",35713,2978,4025,2020-03-18,"Italy",17,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60419110,35713,7003
"428",NA,"Spain",13910,623,1081,2020-03-18,"Spain",17,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46739164,13910,1704
"429",NA,"Germany",12327,28,105,2020-03-18,"Germany",17,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83771482,12327,133
"430","France","France",9043,148,12,2020-03-18,"France",17,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65264308,9043,160
"431","United Kingdom","United Kingdom",2626,71,65,2020-03-18,"United Kingdom",5,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67883249,2626,136
"432","Netherlands","Netherlands",2051,58,2,2020-03-18,"Netherlands",17,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17132761,2051,60
"433",NA,"Austria",1646,4,9,2020-03-18,"Austria",17,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9004739,1646,13
"434",NA,"Belgium",1486,14,31,2020-03-18,"Belgium",17,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11588092,1486,45
"435",NA,"Sweden",1279,10,1,2020-03-18,"Sweden",17,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10097975,1279,11
"436","Denmark","Denmark",1057,4,1,2020-03-18,"Denmark",17,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5791140,1057,5
"437",NA,"Czechia",464,0,3,2020-03-18,"Czechia",17,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10708514,464,3
"438",NA,"Portugal",448,2,3,2020-03-18,"Portugal",16,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10196256,448,5
"439",NA,"Greece",418,5,8,2020-03-18,"Greece",17,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422623,418,13
"440",NA,"Finland",336,0,10,2020-03-18,"Finland",17,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540374,336,10
"441",NA,"Ireland",292,2,5,2020-03-18,"Ireland",17,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4937487,292,7
"442",NA,"Slovenia",275,1,0,2020-03-18,"Slovenia",13,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078662,275,1
"443",NA,"Romania",260,0,19,2020-03-18,"Romania",17,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237412,260,19
"444",NA,"Estonia",258,0,1,2020-03-18,"Estonia",17,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326276,258,1
"445",NA,"Poland",251,5,13,2020-03-18,"Poland",14,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37846342,251,18
"446",NA,"Luxembourg",203,2,0,2020-03-18,"Luxembourg",17,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625773,203,2
"447",NA,"Slovakia",105,1,0,2020-03-18,"Slovakia",12,24,5459642,"0,05%",2629,114,48088,1485,1.5,41,"54%","0,07%","SK",5.5,5459536,105,1
"448",NA,"Bulgaria",92,2,0,2020-03-18,"Bulgaria",10,3,6948445,"-0,74%",-51674,64,108560,-4800,1.6,45,"76%","0,09%","BG",6.9,6948351,92,2
"449",NA,"Croatia",81,0,4,2020-03-18,"Croatia",17,4,4105267,"-0,61%",-25037,73,55960,-8001,1.4,44,"58%","0,05%","HR",4.1,4105182,81,4
"450",NA,"Latvia",71,0,1,2020-03-18,"Latvia",16,16,1886198,"-1,08%",-20545,30,62200,-14837,1.7,44,"69%","0,02%","LV",1.9,1886126,71,1
"451",NA,"Hungary",58,1,2,2020-03-18,"Hungary",14,13,9660351,"-0,25%",-24328,107,90530,6000,1.5,43,"72%","0,12%","HU",9.7,9660290,58,3
"452",NA,"Cyprus",49,0,0,2020-03-18,"Cyprus",9,5,1207359,"0,73%",8784,131,9250,5,1.3,37,"67%","0,02%","CY",1.2,1207310,49,0
"453",NA,"Malta",38,0,2,2020-03-18,"Malta",11,19,441543,"0,27%",1171,1380,320,900,1.5,43,"93%","0,01%","MT",0.4,441503,38,2
"454",NA,"Lithuania",27,0,1,2020-03-18,"Lithuania",17,17,2722289,"-1,35%",-37338,43,62674,-32780,1.7,45,"71%","0,03%","LT",2.7,2722261,27,1
"455",NA,"Italy",41035,3405,4440,2020-03-19,"Italy",18,15,60461826,"-0,15%",-88249,206,294140,148943,1.3,47,"69%","0,78%","IT",60.5,60412946,41035,7845
"456",NA,"Spain",17963,830,1107,2020-03-19,"Spain",18,26,46754778,"0,04%",18002,94,498800,40000,1.3,45,"80%","0,60%","ES",46.8,46734878,17963,1937
"457",NA,"Germany",15320,44,113,2020-03-19,"Germany",18,11,83783942,"0,32%",266897,240,348560,543822,1.6,46,"76%","1,07%","DE",83.8,83768465,15320,157
"458","France","France",10871,243,12,2020-03-19,"France",18,10,65273511,"0,22%",143783,119,547557,36527,1.9,42,"82%","0,84%","FR",65.3,65262385,10871,255
"459","United Kingdom","United Kingdom",2689,137,65,2020-03-19,"United Kingdom",6,28,67886011,"0,53%",355839,281,241930,260650,1.8,40,"83%","0,87%","UK",67.9,67883120,2689,202
"460","Netherlands","Netherlands",2460,76,2,2020-03-19,"Netherlands",18,20,17134872,"0,22%",37742,508,33720,16000,1.7,43,"92%","0,22%","NL",17.1,17132334,2460,78
"461",NA,"Austria",2013,6,9,2020-03-19,"Austria",18,1,9006398,"0,57%",51296,109,82409,65000,1.5,43,"57%","0,12%","AT",9,9004370,2013,15
"462",NA,"Belgium",1795,21,31,2020-03-19,"Belgium",18,2,11589623,"0,44%",50295,383,30280,48000,1.7,42,"98%","0,15%","BE",11.6,11587776,1795,52
"463",NA,"Sweden",1439,11,16,2020-03-19,"Sweden",18,27,10099265,"0,63%",62886,25,410340,40000,1.9,41,"88%","0,13%","SE",10.1,10097799,1439,27
"464","Denmark","Denmark",1151,6,1,2020-03-19,"Denmark",18,7,5792202,"0,35%",20326,137,42430,15200,1.8,42,"88%","0,07%","DK",5.8,5791044,1151,7
"465",NA,"Portugal",785,3,3,2020-03-19,"Portugal",17,22,10196709,"-0,29%",-29478,111,91590,-6000,1.3,46,"66%","0,13%","PT",10.2,10195918,785,6
"466",NA,"Czechia",694,0,3,2020-03-19,"Czechia",18,6,10708981,"0,18%",19772,139,77240,22011,1.6,43,"74%","0,14%","CZ",10.7,10708284,694,3
"467",NA,"Ireland",557,3,5,2020-03-19,"Ireland",18,14,4937786,"1,13%",55291,72,68890,23604,1.8,38,"63%","0,06%","IE",4.9,4937221,557,8
"468",NA,"Greece",418,6,8,2020-03-19,"Greece",18,12,10423054,"-0,48%",-50401,81,128900,-16000,1.3,46,"85%","0,13%","EL",10.4,10422622,418,14
"469",NA,"Finland",400,0,10,2020-03-19,"Finland",18,9,5540720,"0,15%",8564,18,303890,14000,1.5,43,"86%","0,07%","FI",5.5,5540310,400,10
"470",NA,"Poland",355,5,1,2020-03-19,"Poland",15,21,37846611,"-0,11%",-41157,124,306230,-29395,1.4,42,"60%","0,49%","PL",37.8,37846250,355,6
"471",NA,"Luxembourg",335,4,0,2020-03-19,"Luxembourg",18,18,625978,"1,66%",10249,242,2590,9741,1.5,40,"88%","0,01%","LU",0.6,625639,335,4
"472",NA,"Slovenia",286,1,0,2020-03-19,"Slovenia",14,25,2078938,"0,01%",284,103,20140,2000,1.6,45,"55%","0,03%","SI",2.1,2078651,286,1
"473",NA,"Romania",277,0,25,2020-03-19,"Romania",18,23,19237691,"-0,66%",-126866,84,230170,-73999,1.6,43,"55%","0,25%","RO",19.2,19237389,277,25
"474",NA,"Estonia",267,0,1,2020-03-19,"Estonia",18,8,1326535,"0,07%",887,31,42390,3911,1.6,42,"68%","0,02%","EE",1.3,1326267,267,1
